,Producto,Categoria,Precio_Unitario,Inventario_Disponible,Unidades_Vendidas,Marca,Oferta,Peso,Resolución,Conexión
4408,Cámara Web,Accesorios,696.7813172823401,19,12,MarcaC,False,2.688701300006234,720p,USB
4409,Auriculares,Audio,921.1513442670606,38,6,MarcaA,True,2.387315373583842,N/A,3.5mm
4410,Laptop,Computadoras,299.78548045535945,27,6,MarcaA,False,2.0683235710165633,Full HD,WiFi
4411,Tablet,Computadoras,205.44367671634524,28,7,MarcaB,False,0.887581251565936,HD,WiFi
4412,Monitor,Monitores,1071.5646339359928,19,8,MarcaC,True,1.4217118370564665,4K,HDMI
4413,Teclado,Accesorios,1034.365371841866,39,3,MarcaA,False,3.375961272448185,N/A,USB
4414,Mouse,Accesorios,734.0254529994953,8,3,MarcaB,True,2.7353825084244296,N/A,USB
4415,Disco Duro,Almacenamiento,836.5372988416424,48,10,MarcaC,False,0.815402532225018,1TB,SATA
4416,Impresora,Impresoras,740.0759007697164,41,13,MarcaA,True,2.947782729379347,N/A,USB
4417,Router,Redes,231.2065582983555,21,8,MarcaB,False,0.7436419765208728,N/A,WiFi
4418,Cámara Web,Accesorios,635.9830880827012,35,12,MarcaC,False,2.802771263839947,720p,USB
4419,Auriculares,Audio,430.2069320164768,42,13,MarcaA,True,4.842326511045001,N/A,3.5mm
4420,Laptop,Computadoras,327.9514458317794,14,14,MarcaA,True,1.8830504917868092,Full HD,WiFi
4421,Tablet,Computadoras,1443.7365640561547,31,13,MarcaB,True,3.755764123889789,HD,WiFi
4422,Monitor,Monitores,979.1676425548153,46,7,MarcaC,True,3.8549841826638884,4K,HDMI
4423,Teclado,Accesorios,1147.2531695075836,10,10,MarcaA,True,2.321867900350129,N/A,USB
4424,Mouse,Accesorios,609.9728662459527,10,5,MarcaB,False,3.169814678509595,N/A,USB
4425,Disco Duro,Almacenamiento,711.0912683422198,19,4,MarcaC,False,2.624207408138919,1TB,SATA
4426,Impresora,Impresoras,508.0011920657405,8,6,MarcaA,True,1.7751335886986286,N/A,USB
4427,Router,Redes,326.05537225505213,44,9,MarcaB,True,3.8963394284024297,N/A,WiFi
4428,Cámara Web,Accesorios,432.7411286740589,11,6,MarcaC,True,3.662719770417826,720p,USB
4429,Auriculares,Audio,1236.7682588854316,49,8,MarcaA,False,4.552469890579538,N/A,3.5mm
4430,Laptop,Computadoras,1080.8095467389085,30,1,MarcaA,False,3.2815678084682123,Full HD,WiFi
4431,Tablet,Computadoras,911.0075387811199,35,12,MarcaB,True,2.2492406353828818,HD,WiFi
4432,Monitor,Monitores,817.6168347267985,6,14,MarcaC,False,3.713034011462038,4K,HDMI
4433,Teclado,Accesorios,1399.1645687529617,32,6,MarcaA,True,3.2856630330138894,N/A,USB
4434,Mouse,Accesorios,294.55543211226893,46,14,MarcaB,False,3.274763867602856,N/A,USB
4435,Disco Duro,Almacenamiento,564.7810572092908,17,14,MarcaC,True,4.324269906626995,1TB,SATA
4436,Impresora,Impresoras,654.9192096419283,22,2,MarcaA,True,4.597108424361288,N/A,USB
4437,Router,Redes,1217.153555876624,34,3,MarcaB,False,1.3110874898975928,N/A,WiFi
4438,Cámara Web,Accesorios,1490.2690062105628,15,6,MarcaC,False,1.9132260089776496,720p,USB
4439,Auriculares,Audio,512.871669184299,17,2,MarcaA,True,3.426375654353936,N/A,3.5mm
4440,Laptop,Computadoras,1336.599534378205,28,4,MarcaA,True,3.0074955516933013,Full HD,WiFi
4441,Tablet,Computadoras,1279.8095885613286,33,6,MarcaB,False,3.435467762747567,HD,WiFi
4442,Monitor,Monitores,492.05461693429663,9,5,MarcaC,True,2.4485656969723486,4K,HDMI
4443,Teclado,Accesorios,719.1323542589894,39,6,MarcaA,True,2.355975561722223,N/A,USB
4444,Mouse,Accesorios,732.5747300802749,23,6,MarcaB,True,1.0294425736688044,N/A,USB
4445,Disco Duro,Almacenamiento,1471.6868690845258,17,8,MarcaC,True,3.3064170804703887,1TB,SATA
4446,Impresora,Impresoras,435.15947179256784,9,9,MarcaA,True,1.2910354365423236,N/A,USB
4447,Router,Redes,1238.9053624362166,48,5,MarcaB,True,3.5195971803708743,N/A,WiFi
4448,Cámara Web,Accesorios,634.4505284250429,18,6,MarcaC,False,4.851825094534915,720p,USB
4449,Auriculares,Audio,1150.1314495090085,42,6,MarcaA,False,1.6538577236433296,N/A,3.5mm
4450,Laptop,Computadoras,746.0143055843618,26,6,MarcaA,True,1.1396853740732213,Full HD,WiFi
4451,Tablet,Computadoras,951.867692051502,13,2,MarcaB,True,0.6087886037642013,HD,WiFi
4452,Monitor,Monitores,1282.3953053239704,44,4,MarcaC,False,2.204722338554026,4K,HDMI
4453,Teclado,Accesorios,1245.4152344790493,30,1,MarcaA,True,1.4657497648560196,N/A,USB
4454,Mouse,Accesorios,1326.3501386016103,49,14,MarcaB,False,2.713367404147712,N/A,USB
4455,Disco Duro,Almacenamiento,277.5025229480567,9,12,MarcaC,False,2.8593771259673773,1TB,SATA
4456,Impresora,Impresoras,1099.6657189516682,33,1,MarcaA,True,2.0719748496969577,N/A,USB
4457,Router,Redes,381.9835897382917,26,1,MarcaB,True,3.874578000251642,N/A,WiFi
4458,Cámara Web,Accesorios,740.5641384239343,7,7,MarcaC,True,4.571630018204972,720p,USB
4459,Auriculares,Audio,913.164939571095,32,1,MarcaA,False,1.4518539400697332,N/A,3.5mm
4460,Laptop,Computadoras,723.56133017088,42,6,MarcaA,False,4.263339980327569,Full HD,WiFi
4461,Tablet,Computadoras,875.4951785439098,18,2,MarcaB,True,1.0903455488992018,HD,WiFi
4462,Monitor,Monitores,1495.484201438205,18,6,MarcaC,True,1.5291598304457379,4K,HDMI
4463,Teclado,Accesorios,375.78250782671114,47,6,MarcaA,True,3.026370588052034,N/A,USB
4464,Mouse,Accesorios,1078.0928589373532,15,12,MarcaB,False,1.879616699400247,N/A,USB
4465,Disco Duro,Almacenamiento,714.8012563012998,13,11,MarcaC,True,0.6876985576498069,1TB,SATA
4466,Impresora,Impresoras,372.9127385795274,42,3,MarcaA,False,1.8269246376940347,N/A,USB
4467,Router,Redes,406.3577923866024,48,8,MarcaB,True,4.5719158486860625,N/A,WiFi
4468,Cámara Web,Accesorios,1434.055038119302,10,11,MarcaC,True,1.284004228648195,720p,USB
4469,Auriculares,Audio,1343.4819457252906,5,4,MarcaA,False,3.936878959292492,N/A,3.5mm
4470,Laptop,Computadoras,1379.1545485395284,29,13,MarcaA,False,3.750269027020166,Full HD,WiFi
4471,Tablet,Computadoras,1488.9926085756024,20,7,MarcaB,False,0.9780116722890893,HD,WiFi
4472,Monitor,Monitores,470.81000701107337,19,4,MarcaC,False,1.9824933406274001,4K,HDMI
4473,Teclado,Accesorios,662.0711385732802,38,1,MarcaA,False,1.3521033011241947,N/A,USB
4474,Mouse,Accesorios,1069.9847389023266,21,6,MarcaB,False,0.6041758153697203,N/A,USB
4475,Disco Duro,Almacenamiento,828.9433018188414,7,5,MarcaC,True,1.2786830385615333,1TB,SATA
4476,Impresora,Impresoras,743.9063933918336,7,9,MarcaA,False,1.4071007373517805,N/A,USB
4477,Router,Redes,665.154624136271,41,14,MarcaB,True,1.2469111128699277,N/A,WiFi
4478,Cámara Web,Accesorios,971.9148215264879,21,14,MarcaC,True,0.9099374424679416,720p,USB
4479,Auriculares,Audio,948.2714572321066,42,9,MarcaA,True,2.8683730949958526,N/A,3.5mm
4480,Laptop,Computadoras,409.8951842835121,5,12,MarcaA,False,1.9518756876626289,Full HD,WiFi
4481,Tablet,Computadoras,813.2617887739708,11,11,MarcaB,False,4.587122126336538,HD,WiFi
4482,Monitor,Monitores,919.5133090728049,30,13,MarcaC,True,1.3424606060874673,4K,HDMI
4483,Teclado,Accesorios,941.3730203508076,43,8,MarcaA,True,3.2128818354340076,N/A,USB
4484,Mouse,Accesorios,473.1393507860573,23,7,MarcaB,True,4.552791729195391,N/A,USB
4485,Disco Duro,Almacenamiento,1164.9528099279728,34,14,MarcaC,False,0.7123534297964731,1TB,SATA
4486,Impresora,Impresoras,232.75882326739054,47,2,MarcaA,True,2.82324861922538,N/A,USB
4487,Router,Redes,661.2814122061114,18,14,MarcaB,False,2.528009656390342,N/A,WiFi
4488,Cámara Web,Accesorios,1214.2764430963236,17,8,MarcaC,True,4.67950373634834,720p,USB
4489,Auriculares,Audio,933.060797372023,24,3,MarcaA,False,3.4869414779346277,N/A,3.5mm
4490,Laptop,Computadoras,539.5111622641183,30,6,MarcaA,False,2.071226344784197,Full HD,WiFi
4491,Tablet,Computadoras,1103.439055145962,31,10,MarcaB,True,3.7018454832866694,HD,WiFi
4492,Monitor,Monitores,937.6082274028954,29,7,MarcaC,False,3.1219430932123284,4K,HDMI
4493,Teclado,Accesorios,1235.1166922933032,13,12,MarcaA,True,2.0622645411566207,N/A,USB
4494,Mouse,Accesorios,1155.5327420467704,45,6,MarcaB,True,4.033619050259246,N/A,USB
4495,Disco Duro,Almacenamiento,993.140298647105,16,5,MarcaC,True,3.5067639191286393,1TB,SATA
4496,Impresora,Impresoras,834.6309779040582,14,4,MarcaA,True,0.5243733425411137,N/A,USB
4497,Router,Redes,373.1367633677804,10,2,MarcaB,True,4.393105727049445,N/A,WiFi
4498,Cámara Web,Accesorios,539.732923250999,38,9,MarcaC,False,2.2869134699950866,720p,USB
4499,Auriculares,Audio,744.8293147922109,45,14,MarcaA,True,3.404514202642945,N/A,3.5mm
4500,Laptop,Computadoras,979.0890731083052,23,7,MarcaA,False,2.2854574443736326,Full HD,WiFi
4501,Tablet,Computadoras,867.8202117798962,10,7,MarcaB,True,4.466129199052551,HD,WiFi
4502,Monitor,Monitores,574.6398837473884,6,4,MarcaC,True,3.4287595078505726,4K,HDMI
4503,Teclado,Accesorios,208.4036651266237,19,14,MarcaA,False,3.1072379409513036,N/A,USB
4504,Mouse,Accesorios,845.1109884710581,21,5,MarcaB,True,4.911191375461465,N/A,USB
4505,Disco Duro,Almacenamiento,571.313785130916,20,6,MarcaC,True,1.7628823402729294,1TB,SATA
4506,Impresora,Impresoras,1154.9907909236956,32,12,MarcaA,False,0.7936443077523101,N/A,USB
4507,Router,Redes,231.13014485162853,25,11,MarcaB,False,2.82204694807765,N/A,WiFi
4508,Cámara Web,Accesorios,960.2761546975281,12,12,MarcaC,True,2.408080252171728,720p,USB
4509,Auriculares,Audio,1423.916508757885,14,2,MarcaA,True,2.5443052208467027,N/A,3.5mm
4510,Laptop,Computadoras,426.7320472449494,14,4,MarcaA,True,3.290471772285805,Full HD,WiFi
4511,Tablet,Computadoras,813.144337975774,14,13,MarcaB,True,3.2680473647172765,HD,WiFi
4512,Monitor,Monitores,318.84858936227965,13,4,MarcaC,True,2.2651893199918893,4K,HDMI
4513,Teclado,Accesorios,1013.3864859397584,32,12,MarcaA,True,4.382946607831496,N/A,USB
4514,Mouse,Accesorios,915.6911847750932,28,13,MarcaB,True,3.431563292692245,N/A,USB
4515,Disco Duro,Almacenamiento,729.575181476682,23,4,MarcaC,True,4.504602555989005,1TB,SATA
4516,Impresora,Impresoras,877.7901279158635,37,7,MarcaA,True,4.609192572961006,N/A,USB
4517,Router,Redes,1365.5470560097133,8,13,MarcaB,False,1.2529043413738443,N/A,WiFi
4518,Cámara Web,Accesorios,455.1825930043872,7,7,MarcaC,False,3.562528432509771,720p,USB
4519,Auriculares,Audio,229.3338652169514,46,7,MarcaA,True,1.9288033872693924,N/A,3.5mm
4520,Laptop,Computadoras,1320.1643501088313,16,7,MarcaA,False,4.263930745468157,Full HD,WiFi
4521,Tablet,Computadoras,950.2522071042785,22,2,MarcaB,False,3.7978321084497733,HD,WiFi
4522,Monitor,Monitores,1357.855992100395,27,5,MarcaC,True,1.3943645938663387,4K,HDMI
4523,Teclado,Accesorios,976.0287904371244,24,10,MarcaA,False,4.724288449264492,N/A,USB
4524,Mouse,Accesorios,1253.2094169476131,10,2,MarcaB,False,3.5756555314659058,N/A,USB
4525,Disco Duro,Almacenamiento,758.5753723616923,38,5,MarcaC,False,4.768848964569116,1TB,SATA
4526,Impresora,Impresoras,1174.8179106747493,46,12,MarcaA,False,1.4086002748703381,N/A,USB
4527,Router,Redes,1386.9539069568127,6,6,MarcaB,False,4.413672924793853,N/A,WiFi
4528,Cámara Web,Accesorios,943.7598528388681,34,3,MarcaC,True,3.506327691870359,720p,USB
4529,Auriculares,Audio,435.0206957310934,13,6,MarcaA,True,2.9852896720219073,N/A,3.5mm
4530,Laptop,Computadoras,549.4368995392576,31,5,MarcaA,False,4.192308049374675,Full HD,WiFi
4531,Tablet,Computadoras,458.2379499666275,46,4,MarcaB,False,3.3478874908056944,HD,WiFi
4532,Monitor,Monitores,520.9141358744528,38,10,MarcaC,False,3.5132007224844712,4K,HDMI
4533,Teclado,Accesorios,598.3400841563473,44,9,MarcaA,True,1.6415176291524092,N/A,USB
4534,Mouse,Accesorios,921.673922779145,28,11,MarcaB,False,4.176741598840811,N/A,USB
4535,Disco Duro,Almacenamiento,964.3891183029826,21,14,MarcaC,True,3.4263621604729155,1TB,SATA
4536,Impresora,Impresoras,754.4496714144194,33,8,MarcaA,False,4.299751304153606,N/A,USB
4537,Router,Redes,1000.047013767086,40,12,MarcaB,False,2.0818713449452266,N/A,WiFi
4538,Cámara Web,Accesorios,306.0474032947757,16,7,MarcaC,True,1.9926955508257533,720p,USB
4539,Auriculares,Audio,314.12470817560796,35,11,MarcaA,True,0.6075633406930889,N/A,3.5mm
4540,Laptop,Computadoras,423.37829846495595,13,1,MarcaA,True,3.9587239705753183,Full HD,WiFi
4541,Tablet,Computadoras,873.5007474524482,23,9,MarcaB,False,1.9864147419128824,HD,WiFi
4542,Monitor,Monitores,478.19308230780763,21,9,MarcaC,False,1.9724553936762212,4K,HDMI
4543,Teclado,Accesorios,568.2697245403506,6,6,MarcaA,True,3.5990803196364634,N/A,USB
4544,Mouse,Accesorios,720.4066870248923,44,7,MarcaB,False,1.6379103954775744,N/A,USB
4545,Disco Duro,Almacenamiento,1255.4259612134938,9,13,MarcaC,True,4.590592189696113,1TB,SATA
4546,Impresora,Impresoras,218.02077668671816,43,3,MarcaA,True,2.9212969606484753,N/A,USB
4547,Router,Redes,1044.1924663076093,20,5,MarcaB,False,4.862647562204134,N/A,WiFi
4548,Cámara Web,Accesorios,1069.5394903528909,21,7,MarcaC,False,0.8450098006525439,720p,USB
4549,Auriculares,Audio,1238.2525144636274,31,1,MarcaA,False,2.0157141544056634,N/A,3.5mm
4550,Laptop,Computadoras,1412.5788207784071,11,12,MarcaA,False,2.2166165453647815,Full HD,WiFi
4551,Tablet,Computadoras,226.17920363407677,12,1,MarcaB,False,3.786893240362609,HD,WiFi
4552,Monitor,Monitores,399.91881716718103,12,5,MarcaC,False,1.458330160687762,4K,HDMI
4553,Teclado,Accesorios,1352.022682272791,27,9,MarcaA,False,2.18905634022157,N/A,USB
4554,Mouse,Accesorios,796.07413084312,36,7,MarcaB,True,4.597891447809163,N/A,USB
4555,Disco Duro,Almacenamiento,933.9678306135025,47,1,MarcaC,True,1.0154789766006305,1TB,SATA
4556,Impresora,Impresoras,1061.9353648400916,22,13,MarcaA,False,3.853958002963997,N/A,USB
4557,Router,Redes,1082.7865858443286,42,13,MarcaB,True,3.6611830023236123,N/A,WiFi
4558,Cámara Web,Accesorios,1411.2625243114608,16,12,MarcaC,True,1.0872728446734907,720p,USB
4559,Auriculares,Audio,1496.0342426351706,19,5,MarcaA,True,3.59820809315859,N/A,3.5mm
4560,Laptop,Computadoras,1136.2046992102223,32,8,MarcaA,True,3.064027051890094,Full HD,WiFi
4561,Tablet,Computadoras,573.387571966696,42,8,MarcaB,False,1.7938505171483816,HD,WiFi
4562,Monitor,Monitores,1343.6781229826468,35,12,MarcaC,True,1.900135377736488,4K,HDMI
4563,Teclado,Accesorios,263.9871889029901,13,2,MarcaA,True,4.24846523901093,N/A,USB
4564,Mouse,Accesorios,500.4051087368451,12,7,MarcaB,False,1.5395674381979978,N/A,USB
4565,Disco Duro,Almacenamiento,1366.6014327028292,23,10,MarcaC,True,2.8075123824245347,1TB,SATA
4566,Impresora,Impresoras,533.0489687711614,12,5,MarcaA,True,3.5651738178643857,N/A,USB
4567,Router,Redes,486.846377508273,38,9,MarcaB,False,1.0845576245158437,N/A,WiFi
4568,Cámara Web,Accesorios,379.5628810823214,8,3,MarcaC,True,4.695592420473415,720p,USB
4569,Auriculares,Audio,1316.8452849409914,35,1,MarcaA,False,1.672854417627735,N/A,3.5mm
4570,Laptop,Computadoras,850.0757369484127,42,13,MarcaA,False,1.9347571535144816,Full HD,WiFi
4571,Tablet,Computadoras,1077.3611639704013,7,4,MarcaB,False,3.4975208214916584,HD,WiFi
4572,Monitor,Monitores,510.78629929753856,39,7,MarcaC,True,0.8518624121126006,4K,HDMI
4573,Teclado,Accesorios,1185.4525473145814,23,1,MarcaA,True,3.3242571046337748,N/A,USB
4574,Mouse,Accesorios,1188.007208450728,47,2,MarcaB,False,4.622134820835877,N/A,USB
4575,Disco Duro,Almacenamiento,606.3774323807902,33,14,MarcaC,False,1.6209074988564114,1TB,SATA
4576,Impresora,Impresoras,733.8874229133677,14,5,MarcaA,False,2.128584770530712,N/A,USB
4577,Router,Redes,472.5973606592611,16,9,MarcaB,True,1.5455028088456597,N/A,WiFi
4578,Cámara Web,Accesorios,1469.5293303197757,34,14,MarcaC,True,4.184459370108203,720p,USB
4579,Auriculares,Audio,1039.283350175935,34,1,MarcaA,False,1.2542352057700985,N/A,3.5mm
4580,Laptop,Computadoras,1414.9070449301703,22,12,MarcaA,True,2.059827059461356,Full HD,WiFi
4581,Tablet,Computadoras,594.401206717873,28,4,MarcaB,True,3.204598196413115,HD,WiFi
4582,Monitor,Monitores,1216.4581868959567,36,12,MarcaC,False,2.3204949469969964,4K,HDMI
4583,Teclado,Accesorios,1195.6162370501647,13,14,MarcaA,True,0.7946119152818512,N/A,USB
4584,Mouse,Accesorios,1099.152347426504,28,3,MarcaB,True,4.764743004267917,N/A,USB
4585,Disco Duro,Almacenamiento,1455.3306678468405,30,14,MarcaC,False,2.0205519879135485,1TB,SATA
4586,Impresora,Impresoras,711.6219369382102,7,5,MarcaA,True,2.5054304574415003,N/A,USB
4587,Router,Redes,369.93252066668447,27,5,MarcaB,True,1.2539540084151461,N/A,WiFi
4588,Cámara Web,Accesorios,1073.221517017279,15,10,MarcaC,True,4.394076075706654,720p,USB
4589,Auriculares,Audio,1148.102740620368,14,2,MarcaA,False,1.811429545390752,N/A,3.5mm
4590,Laptop,Computadoras,947.5787454964591,40,5,MarcaA,True,0.5892036952975803,Full HD,WiFi
4591,Tablet,Computadoras,468.8632610734152,17,9,MarcaB,True,1.923811621645627,HD,WiFi
4592,Monitor,Monitores,855.7927241701619,33,5,MarcaC,True,4.928268580398032,4K,HDMI
4593,Teclado,Accesorios,605.8466575398681,42,11,MarcaA,True,1.1607929276674784,N/A,USB
4594,Mouse,Accesorios,755.7064866166958,17,10,MarcaB,True,0.6404111959483734,N/A,USB
4595,Disco Duro,Almacenamiento,1038.784148598063,30,2,MarcaC,False,3.101790156030422,1TB,SATA
4596,Impresora,Impresoras,1168.779165498085,24,7,MarcaA,True,2.1724994591037863,N/A,USB
4597,Router,Redes,501.89209817174606,9,6,MarcaB,False,4.077388846447032,N/A,WiFi
4598,Cámara Web,Accesorios,726.9229688410394,24,7,MarcaC,True,3.793494937364264,720p,USB
4599,Auriculares,Audio,549.9100422891179,18,8,MarcaA,False,1.3343856264492195,N/A,3.5mm
4600,Laptop,Computadoras,458.22109802042985,49,10,MarcaA,False,3.040845373197949,Full HD,WiFi
4601,Tablet,Computadoras,1218.4033859945898,18,5,MarcaB,True,0.6459620335523819,HD,WiFi
4602,Monitor,Monitores,1382.0285027680902,12,2,MarcaC,False,2.4776520266051465,4K,HDMI
4603,Teclado,Accesorios,681.3018413899497,17,7,MarcaA,True,3.7132394988576087,N/A,USB
4604,Mouse,Accesorios,1176.6626016858968,28,7,MarcaB,False,2.3673145643949653,N/A,USB
4605,Disco Duro,Almacenamiento,1366.0938761737343,19,8,MarcaC,True,1.030793665190724,1TB,SATA
4606,Impresora,Impresoras,1299.961473689301,5,7,MarcaA,True,0.7769011414520933,N/A,USB
4607,Router,Redes,437.6574051009937,26,10,MarcaB,True,4.341467524015295,N/A,WiFi
4608,Cámara Web,Accesorios,1443.1794459673697,38,7,MarcaC,True,4.51097131977101,720p,USB
4609,Auriculares,Audio,689.6793725583012,44,14,MarcaA,False,2.0439161654800992,N/A,3.5mm
4610,Laptop,Computadoras,641.0128595259872,7,13,MarcaA,True,1.2387754608383883,Full HD,WiFi
4611,Tablet,Computadoras,281.16072546111445,30,9,MarcaB,True,4.903772959058995,HD,WiFi
4612,Monitor,Monitores,832.0257503363479,18,8,MarcaC,True,2.9563871162054474,4K,HDMI
4613,Teclado,Accesorios,341.7177003332073,45,2,MarcaA,False,2.6449476967212107,N/A,USB
4614,Mouse,Accesorios,523.1017672056538,12,2,MarcaB,True,3.8372348632697557,N/A,USB
4615,Disco Duro,Almacenamiento,612.0254082974658,20,7,MarcaC,False,1.2599120273961273,1TB,SATA
4616,Impresora,Impresoras,1251.4742205391892,46,10,MarcaA,False,3.1099537553175987,N/A,USB
4617,Router,Redes,1338.1352455146655,25,11,MarcaB,True,4.5057306038341505,N/A,WiFi
4618,Cámara Web,Accesorios,593.2062126999106,14,13,MarcaC,False,0.6038081867203637,720p,USB
4619,Auriculares,Audio,1316.307557617946,29,10,MarcaA,True,3.5282286808344434,N/A,3.5mm
4620,Laptop,Computadoras,1314.4002185807283,42,3,MarcaA,False,2.9814078008813247,Full HD,WiFi
4621,Tablet,Computadoras,1194.0462355003356,26,1,MarcaB,True,4.77860353013503,HD,WiFi
4622,Monitor,Monitores,390.703648219736,8,9,MarcaC,True,1.6641432946499624,4K,HDMI
4623,Teclado,Accesorios,1097.4197009709478,8,14,MarcaA,True,4.365012388668678,N/A,USB
4624,Mouse,Accesorios,1428.5312839547394,34,14,MarcaB,False,1.890435658474782,N/A,USB
4625,Disco Duro,Almacenamiento,1087.3026223973043,6,14,MarcaC,False,2.434386092283085,1TB,SATA
4626,Impresora,Impresoras,631.1019038401841,33,3,MarcaA,False,1.4597940414402277,N/A,USB
4627,Router,Redes,850.7531126600807,47,1,MarcaB,False,4.386159571034792,N/A,WiFi
4628,Cámara Web,Accesorios,1039.4425563563696,40,6,MarcaC,True,1.3793434729412444,720p,USB
4629,Auriculares,Audio,863.7415313470547,25,4,MarcaA,True,4.365558469690455,N/A,3.5mm
4630,Laptop,Computadoras,355.9388242502608,25,14,MarcaA,False,2.550260221567464,Full HD,WiFi
4631,Tablet,Computadoras,605.6832580476269,25,1,MarcaB,False,4.257884722175693,HD,WiFi
4632,Monitor,Monitores,1243.1148397197223,8,4,MarcaC,False,1.6901985159943926,4K,HDMI
4633,Teclado,Accesorios,1319.8434599241727,5,8,MarcaA,False,1.0972856361704295,N/A,USB
4634,Mouse,Accesorios,378.49004253024134,30,11,MarcaB,True,2.997325692319558,N/A,USB
4635,Disco Duro,Almacenamiento,1438.102778118342,6,7,MarcaC,True,2.7924668017507246,1TB,SATA
4636,Impresora,Impresoras,627.4694032031921,13,12,MarcaA,True,2.104733201015897,N/A,USB
4637,Router,Redes,1061.007860349936,49,1,MarcaB,False,3.482696383422865,N/A,WiFi
4638,Cámara Web,Accesorios,1177.3726897436854,22,10,MarcaC,False,0.928142729408802,720p,USB
4639,Auriculares,Audio,1255.5301050292485,46,12,MarcaA,False,3.2990048371180825,N/A,3.5mm
4640,Laptop,Computadoras,1429.4746128937093,45,9,MarcaA,False,1.4529024207510663,Full HD,WiFi
4641,Tablet,Computadoras,606.7954124374694,15,6,MarcaB,True,1.0802955020958371,HD,WiFi
4642,Monitor,Monitores,1316.058390917021,29,2,MarcaC,True,4.593236810564102,4K,HDMI
4643,Teclado,Accesorios,371.1929744670691,30,3,MarcaA,False,2.5690809251922557,N/A,USB
4644,Mouse,Accesorios,1116.5531782596704,40,7,MarcaB,True,3.9353759221461098,N/A,USB
4645,Disco Duro,Almacenamiento,1164.5710483681817,46,3,MarcaC,True,0.9010261780183272,1TB,SATA
